variante,entrada_utc,dir,entry,stop_inicial,riesgo,exit,motivo,pnl,edad_al_tocar_velas,apilamiento,liquidez,tenia_fvg,rr_objetivo,rr_dinamico_disponible
A_control_edad12h3_fvg,2025-09-19 16:00:00,LONG,24806.0,24732.0,74.0,24820.8,BE,79.8,11,1,,True,4.0,False
A_control_edad12h3_fvg,2025-09-22 13:15:00,LONG,24814.75,24764.75,50.0,25014.75,TP,1191.0,1,2,,True,4.0,False
A_control_edad12h3_fvg,2025-09-23 12:15:00,SHORT,24995.25,25012.75,17.5,24991.75,BE,12.0,4,1,,True,4.0,False
A_control_edad12h3_fvg,2025-09-23 13:30:00,SHORT,24954.5,25011.75,57.25,24943.05,BE,59.7,8,1,,True,4.0,False
A_control_edad12h3_fvg,2025-09-24 13:00:00,SHORT,24874.5,24898.5,24.0,24898.5,STOP,-153.0,1,1,,True,4.0,False
A_control_edad12h3_fvg,2025-09-25 15:15:00,SHORT,24598.75,24657.75,59.0,24657.75,STOP,-363.0,7,0,,True,4.0,False
A_control_edad12h3_fvg,2025-09-26 14:30:00,LONG,24626.75,24537.0,89.75,24644.7,BE,98.7,8,1,,True,4.0,False
A_control_edad12h3_fvg,2025-09-29 13:15:00,SHORT,24851.25,24899.5,48.25,24899.5,STOP,-298.5,10,0,,True,4.0,False
A_control_edad12h3_fvg,2025-09-30 14:45:00,LONG,24842.75,24786.5,56.25,24786.5,STOP,-346.5,2,1,,True,4.0,False
A_control_edad12h3_fvg,2025-09-30 16:45:00,SHORT,24783.5,24843.75,60.25,24771.45,BE,63.3,7,0,,True,4.0,False
A_control_edad12h3_fvg,2025-10-01 13:00:00,LONG,24787.0,24719.0,68.0,24800.6,BE,72.6,5,1,,True,4.0,False
A_control_edad12h3_fvg,2025-10-06 16:00:00,SHORT,25186.5,25220.0,33.5,25220.0,STOP,-210.0,2,0,,True,4.0,False
A_control_edad12h3_fvg,2025-10-07 12:15:00,LONG,25213.25,25177.5,35.75,25220.4,BE,33.9,1,0,,True,4.0,False
A_control_edad12h3_fvg,2025-10-08 13:30:00,LONG,25132.75,25056.5,76.25,25148.0,BE,82.5,5,3,,True,4.0,False
A_control_edad12h3_fvg,2025-10-13 12:45:00,SHORT,24786.75,24858.0,71.25,24858.0,STOP,-436.5,5,1,,True,4.0,False
A_control_edad12h3_fvg,2025-10-13 14:15:00,SHORT,24824.5,24906.5,82.0,24808.1,BE,89.4,10,1,,True,4.0,False
A_control_edad12h3_fvg,2025-10-16 12:30:00,LONG,25095.0,25003.75,91.25,25113.25,BE,100.5,9,1,,True,4.0,False
A_control_edad12h3_fvg,2025-10-22 13:15:00,SHORT,25265.25,25307.0,41.75,25256.9,BE,41.1,8,2,,True,4.0,False
A_control_edad12h3_fvg,2025-10-28 12:45:00,LONG,26012.5,25988.5,24.0,26017.3,BE,19.8,1,1,,True,4.0,False
A_control_edad12h3_fvg,2025-10-28 15:45:00,LONG,26060.5,25988.5,72.0,26074.9,BE,77.4,11,1,,True,4.0,False
A_control_edad12h3_fvg,2025-10-31 12:15:00,LONG,26262.75,26190.25,72.5,26190.25,STOP,-444.0,1,0,,True,4.0,False
A_control_edad12h3_fvg,2025-11-11 15:00:00,SHORT,25571.75,25639.25,67.5,25558.25,BE,72.0,3,0,,True,4.0,False
A_control_edad12h3_fvg,2025-11-11 17:30:00,LONG,25584.25,25501.5,82.75,25600.8,BE,90.3,1,0,,True,4.0,False
A_control_edad12h3_fvg,2025-11-17 15:00:00,SHORT,25126.75,25218.0,91.25,25108.5,BE,100.5,10,0,,True,4.0,False
A_control_edad12h3_fvg,2025-11-27 13:45:00,SHORT,25300.5,25317.5,17.0,25297.1,BE,11.4,3,0,,True,4.0,False
A_control_edad12h3_fvg,2025-11-28 15:30:00,LONG,25389.25,25331.75,57.5,25400.75,BE,60.0,7,0,,True,4.0,False
A_control_edad12h3_fvg,2025-12-01 14:15:00,SHORT,25254.75,25307.0,52.25,25307.0,STOP,-322.5,7,0,,True,4.0,False
A_control_edad12h3_fvg,2025-12-12 14:15:00,SHORT,25559.75,25614.0,54.25,25614.0,STOP,-334.5,7,0,,True,4.0,False
A_control_edad12h3_fvg,2025-12-17 14:00:00,SHORT,25187.75,25257.25,69.5,24909.75,TP,1659.0,1,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-09-19 15:30:00,LONG,24747.0,24706.0,41.0,24755.2,BE,40.2,61,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-09-22 13:15:00,LONG,24814.75,24746.5,68.25,24828.4,BE,72.9,18,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-09-25 15:15:00,SHORT,24598.75,24657.75,59.0,24657.75,STOP,-363.0,7,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-09-26 15:45:00,SHORT,24580.75,24632.75,52.0,24632.75,STOP,-321.0,101,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-09-29 13:15:00,SHORT,24851.25,24896.0,44.75,24896.0,STOP,-277.5,518,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-09-30 16:45:00,SHORT,24783.5,24881.75,98.25,24763.85,BE,108.9,620,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-06 13:15:00,LONG,25214.25,25169.5,44.75,25169.5,STOP,-277.5,104,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-09 13:00:00,SHORT,25316.0,25347.75,31.75,25309.65,BE,29.1,17,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-10 13:30:00,LONG,25368.5,25291.75,76.75,25291.75,STOP,-469.5,121,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-13 15:00:00,LONG,24829.0,24729.25,99.75,24848.95,BE,110.7,1535,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-15 13:30:00,SHORT,24941.75,25006.25,64.5,25006.25,STOP,-396.0,1528,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-16 12:30:00,LONG,25095.0,25008.75,86.25,25112.25,BE,94.5,973,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-20 12:30:00,LONG,25101.5,25056.75,44.75,25280.5,TP,1065.0,1127,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-20 14:45:00,LONG,25314.25,25259.0,55.25,25325.3,BE,57.3,723,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-22 13:00:00,LONG,25272.75,25216.5,56.25,25216.5,STOP,-346.5,1081,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-23 12:45:00,LONG,25008.0,24930.5,77.5,25318.0,TP,1851.0,2020,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-28 12:45:00,LONG,26012.5,25988.5,24.0,26017.3,BE,19.8,1,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-28 15:45:00,LONG,26060.5,25988.5,72.0,26074.9,BE,77.4,11,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-10-30 15:00:00,LONG,26070.75,25988.5,82.25,25988.5,STOP,-502.5,195,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-03 13:30:00,LONG,26175.25,26114.5,60.75,26187.4,BE,63.9,350,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-04 14:15:00,LONG,25741.5,25711.75,29.75,25711.75,STOP,-187.5,595,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-05 17:15:00,LONG,25788.5,25711.75,76.75,25803.85,BE,83.1,700,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-06 13:15:00,LONG,25811.5,25756.0,55.5,25756.0,STOP,-342.0,768,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-06 17:00:00,LONG,25257.5,25182.25,75.25,25272.55,BE,81.3,2116,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-07 13:45:00,LONG,25111.25,25056.75,54.5,25056.75,STOP,-336.0,2419,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-10 13:45:00,LONG,25555.25,25462.0,93.25,25573.9,BE,102.9,1012,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-11 15:00:00,SHORT,25571.75,25636.25,64.5,25558.85,BE,68.4,432,2,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-12 17:00:00,LONG,25556.0,25462.0,94.0,25574.8,BE,103.8,1207,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-14 13:15:00,SHORT,24709.5,24764.75,55.25,24698.45,BE,57.3,3781,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-14 16:45:00,LONG,25247.75,25174.5,73.25,25262.4,BE,78.9,2670,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-17 13:15:00,LONG,25097.5,25041.25,56.25,25041.25,STOP,-346.5,2988,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-20 13:30:00,LONG,25197.25,25104.0,93.25,25215.9,BE,102.9,3238,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-26 13:45:00,LONG,25215.0,25168.25,46.75,25224.35,BE,47.1,3540,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-26 17:45:00,SHORT,25338.5,25394.25,55.75,25327.35,BE,57.9,3204,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-11-27 13:30:00,LONG,25311.0,25263.5,47.5,25501.0,TP,1131.0,3297,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-08 14:00:00,LONG,25818.5,25779.75,38.75,25779.75,STOP,-241.5,2719,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-12 14:15:00,SHORT,25559.75,25636.25,76.5,25544.45,BE,82.8,2481,2,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-15 13:30:00,LONG,25357.75,25323.25,34.5,25364.65,BE,32.4,4298,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-16 16:30:00,LONG,25014.5,24970.5,44.0,25023.3,BE,43.8,5548,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-17 16:15:00,LONG,24838.75,24778.25,60.5,24778.25,STOP,-372.0,5726,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-17 17:15:00,LONG,24814.75,24732.0,82.75,24831.3,BE,90.3,5754,1,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-18 13:15:00,LONG,24879.0,24805.75,73.25,25172.0,TP,1749.0,5807,0,,True,4.0,False
B_sin_limite_edad_solo_fvg,2025-12-18 16:30:00,LONG,25159.25,25104.0,55.25,25104.0,STOP,-340.5,5023,0,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-22 13:15:00,LONG,24814.75,24764.75,50.0,25014.75,TP,1191.0,1,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-23 12:15:00,SHORT,24995.25,25016.5,21.25,24991.0,BE,16.5,20,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-23 13:30:00,SHORT,24954.5,25016.5,62.0,24942.1,BE,65.4,24,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-24 12:30:00,SHORT,24873.0,24895.5,22.5,24895.5,STOP,-144.0,19,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-24 15:15:00,LONG,24794.0,24764.75,29.25,24764.75,STOP,-184.5,189,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-29 13:15:00,SHORT,24851.25,24896.0,44.75,24896.0,STOP,-277.5,297,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-29 15:45:00,SHORT,24849.0,24895.5,46.5,24839.7,BE,46.8,309,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-09-30 12:30:00,LONG,24838.5,24764.75,73.75,24764.75,STOP,-451.5,552,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-01 13:00:00,LONG,24787.0,24716.75,70.25,24801.05,BE,75.3,724,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-02 15:45:00,LONG,25077.75,24991.0,86.75,25095.1,BE,95.1,668,3,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-06 13:30:00,SHORT,25140.5,25223.75,83.25,25223.75,STOP,-508.5,102,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-07 16:30:00,LONG,25073.75,25016.75,57.0,25016.75,STOP,-351.0,277,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-08 13:00:00,LONG,25075.75,25016.75,59.0,25087.55,BE,61.8,357,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-10 13:30:00,LONG,25368.5,25291.75,76.75,25291.75,STOP,-469.5,24,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-13 13:00:00,LONG,24849.0,24764.75,84.25,24764.75,STOP,-514.5,1381,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-13 15:00:00,LONG,24829.0,24743.75,85.25,24846.05,BE,93.3,1387,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-15 13:30:00,SHORT,24941.75,25016.5,74.75,25016.5,STOP,-457.5,1494,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-15 16:45:00,SHORT,24903.0,24971.5,68.5,24889.3,BE,73.2,1111,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-16 12:30:00,LONG,25095.0,25016.75,78.25,25016.75,STOP,-478.5,909,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-20 12:30:00,LONG,25101.5,25016.75,84.75,25118.45,BE,92.7,1095,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-21 16:45:00,SHORT,25285.5,25378.75,93.25,25266.85,BE,102.9,648,3,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-22 14:00:00,SHORT,25211.5,25283.0,71.5,24925.5,TP,1707.0,1004,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-23 15:00:00,SHORT,25173.25,25196.0,22.75,25168.7,BE,18.3,1307,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-23 16:00:00,LONG,25223.0,25133.0,90.0,25241.0,BE,99.0,1133,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-28 16:15:00,LONG,26093.0,26004.0,89.0,26110.8,BE,97.8,1,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-30 15:00:00,LONG,26070.75,26004.0,66.75,26004.0,STOP,-409.5,180,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-10-31 12:30:00,SHORT,26219.5,26302.25,82.75,25888.5,TP,1977.0,174,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-03 16:30:00,LONG,26078.75,26004.0,74.75,26093.7,BE,80.7,369,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-05 17:15:00,LONG,25788.5,25698.5,90.0,25806.5,BE,99.0,90,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-06 13:15:00,LONG,25811.5,25769.5,42.0,25769.5,STOP,-261.0,754,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-07 13:45:00,LONG,25111.25,25016.75,94.5,25016.75,STOP,-576.0,2388,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-11 15:00:00,SHORT,25571.75,25636.25,64.5,25558.85,BE,68.4,432,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-12 16:30:00,SHORT,25549.5,25636.25,86.75,25532.15,BE,95.1,534,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-13 17:15:00,LONG,25233.75,25169.75,64.0,25169.75,STOP,-393.0,2290,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-14 13:45:00,LONG,24717.75,24622.5,95.25,24736.8,BE,105.3,3774,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-14 15:00:00,SHORT,24895.0,24986.5,91.5,24986.5,STOP,-558.0,3133,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-17 13:45:00,LONG,25078.0,25008.25,69.75,25008.25,STOP,-427.5,2945,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-17 15:00:00,SHORT,25126.75,25218.0,91.25,25108.5,BE,100.5,2876,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-25 13:30:00,SHORT,24876.25,24971.5,95.25,24857.2,BE,105.3,3776,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-11-25 16:15:00,LONG,24854.25,24764.75,89.5,25212.25,TP,2139.0,4258,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-01 16:15:00,LONG,25380.75,25297.75,83.0,25397.35,BE,90.6,3287,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-03 15:45:00,SHORT,25562.5,25636.25,73.75,25547.75,BE,79.5,1844,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-03 16:45:00,SHORT,25560.5,25636.25,75.75,25636.25,STOP,-463.5,1848,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-04 15:45:00,SHORT,25569.75,25637.75,68.0,25556.15,BE,72.6,1936,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-05 14:15:00,LONG,25679.5,25610.5,69.0,25693.3,BE,73.8,203,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-08 14:00:00,LONG,25818.5,25769.5,49.0,25769.5,STOP,-303.0,2715,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-09 16:45:00,LONG,25708.75,25610.5,98.25,25610.5,STOP,-598.5,398,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-10 16:00:00,LONG,25610.25,25526.25,84.0,25627.05,BE,91.8,1748,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-12 14:15:00,SHORT,25559.75,25636.25,76.5,25544.45,BE,82.8,2481,2,,True,4.0,False
C_sin_edad_apilamiento2,2025-12-16 16:30:00,LONG,25014.5,24970.5,44.0,25023.3,BE,43.8,5496,2,,True,4.0,False
D_gate_excluir_peligro,2025-09-25 15:15:00,SHORT,24598.75,24657.75,59.0,24657.75,STOP,-363.0,7,0,50.0,True,4.0,False
D_gate_excluir_peligro,2025-09-30 15:45:00,LONG,24810.75,24762.0,48.75,24820.5,BE,49.5,9,1,100.0,True,4.0,False
D_gate_excluir_peligro,2025-11-17 17:00:00,SHORT,25163.25,25216.0,52.75,25152.7,BE,54.3,12,0,50.0,True,4.0,False
D_gate_excluir_peligro,2025-11-28 15:30:00,LONG,25389.25,25331.75,57.5,25400.75,BE,60.0,11,0,50.0,True,4.0,False
E_gate_solo_favor,2025-09-30 15:45:00,LONG,24810.75,24762.0,48.75,24820.5,BE,49.5,9,1,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-24 14:45:00,SHORT,24794.0,24862.5,68.5,24780.3,BE,73.2,217,1,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-26 12:15:00,LONG,24647.5,24631.0,16.5,24713.5,TP,387.0,56,0,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-26 13:45:00,LONG,24706.5,24631.0,75.5,24631.0,STOP,-462.0,61,0,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-26 14:45:00,SHORT,24565.5,24638.25,72.75,24638.25,STOP,-445.5,99,0,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-29 15:45:00,SHORT,24849.0,24895.5,46.5,24839.7,BE,46.8,310,1,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-30 13:00:00,SHORT,24822.75,24881.75,59.0,24810.95,BE,61.8,611,0,100.0,True,4.0,False
F_sin_edad_solo_favor,2025-09-30 15:45:00,LONG,24810.75,24762.0,48.75,24820.5,BE,49.5,9,1,100.0,True,4.0,False
